,Date,Time,Temperature,Weather,Wind Speed,Wind Direction,Humidity,Barometer,Visibility
1038,2024-02-15,3:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,74%,1014 mbar,16 km
1045,2024-02-15,10:00,30 °C,Passing clouds.,11 km/h,Wind blowing from 350° North to South,66%,1016 mbar,
1046,2024-02-15,11:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 350° North to South,63%,1016 mbar,
1036,2024-02-15,1:00,29 °C,Clear.,4 km/h,Wind blowing from 70° East-northeast to West-southwest,66%,1014 mbar,16 km
1037,2024-02-15,2:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,70%,1014 mbar,16 km
1039,2024-02-15,4:00,28 °C,Clear.,2 km/h,Wind blowing from 0° North to South,74%,1014 mbar,16 km
1035,2024-02-15,"0:00jue, 1 de feb",29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,66%,1014 mbar,16 km
1041,2024-02-15,6:00,28 °C,Clear.,7 km/h,Wind blowing from 330° North-northwest to South-southeast,79%,1015 mbar,16 km
1042,2024-02-15,7:00,27 °C,Passing clouds.,9 km/h,Wind blowing from 310° Northwest to Southeast,74%,1015 mbar,
1043,2024-02-15,8:00,29 °C,Passing clouds.,7 km/h,Wind blowing from 330° North-northwest to South-southeast,62%,1016 mbar,
1044,2024-02-15,9:00,30 °C,Passing clouds.,11 km/h,Wind blowing from 350° North to South,62%,1016 mbar,
1040,2024-02-15,5:00,28 °C,Clear.,6 km/h,Wind blowing from 300° West-northwest to East-southeast,84%,1014 mbar,16 km
1070,2024-02-16,12:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 10° North to South,59%,1016 mbar,
1079,2024-02-16,22:00,30 °C,Clear.,24 km/h,Wind blowing from 110° East-southeast to West-northwest,66%,1016 mbar,16 km
1078,2024-02-16,20:00,31 °C,Clear.,20 km/h,Wind blowing from 100° East to West,62%,1015 mbar,16 km
1077,2024-02-16,19:00,33 °C,Passing clouds.,20 km/h,Wind blowing from 90° East to West,46%,1015 mbar,
1076,2024-02-16,18:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 70° East-northeast to West-southwest,52%,1014 mbar,
1075,2024-02-16,17:00,34 °C,Passing clouds.,11 km/h,Wind blowing from 40° Northeast to Southwest,49%,1014 mbar,
1074,2024-02-16,16:00,34 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,53%,1015 mbar,
1073,2024-02-16,15:00,33 °C,Passing clouds.,15 km/h,Wind blowing from 30° North-northeast to South-southwest,63%,1015 mbar,
1072,2024-02-16,14:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,63%,1016 mbar,
1071,2024-02-16,13:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,67%,1016 mbar,
1080,2024-02-16,23:00,29 °C,Clear.,20 km/h,Wind blowing from 100° East to West,74%,1016 mbar,16 km
1069,2024-02-16,11:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 350° North to South,63%,1016 mbar,
1067,2024-02-16,9:00,30 °C,Passing clouds.,11 km/h,Wind blowing from 350° North to South,62%,1016 mbar,
1058,2024-02-16,"0:00jue, 1 de feb",29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,66%,1014 mbar,16 km
1059,2024-02-16,1:00,29 °C,Clear.,4 km/h,Wind blowing from 70° East-northeast to West-southwest,66%,1014 mbar,16 km
1060,2024-02-16,2:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,70%,1014 mbar,16 km
1061,2024-02-16,3:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,74%,1014 mbar,16 km
1068,2024-02-16,10:00,30 °C,Passing clouds.,11 km/h,Wind blowing from 350° North to South,66%,1016 mbar,
1063,2024-02-16,5:00,28 °C,Clear.,6 km/h,Wind blowing from 300° West-northwest to East-southeast,84%,1014 mbar,16 km
1064,2024-02-16,6:00,28 °C,Clear.,7 km/h,Wind blowing from 330° North-northwest to South-southeast,79%,1015 mbar,16 km
1065,2024-02-16,7:00,27 °C,Passing clouds.,9 km/h,Wind blowing from 310° Northwest to Southeast,74%,1015 mbar,
1066,2024-02-16,8:00,29 °C,Passing clouds.,7 km/h,Wind blowing from 330° North-northwest to South-southeast,62%,1016 mbar,
1062,2024-02-16,4:00,28 °C,Clear.,2 km/h,Wind blowing from 0° North to South,74%,1014 mbar,16 km
1095,2024-02-17,14:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,63%,1016 mbar,
1103,2024-02-17,23:00,29 °C,Clear.,20 km/h,Wind blowing from 100° East to West,74%,1016 mbar,16 km
1102,2024-02-17,22:00,30 °C,Clear.,24 km/h,Wind blowing from 110° East-southeast to West-northwest,66%,1016 mbar,16 km
1101,2024-02-17,20:00,31 °C,Clear.,20 km/h,Wind blowing from 100° East to West,62%,1015 mbar,16 km
1100,2024-02-17,19:00,33 °C,Passing clouds.,20 km/h,Wind blowing from 90° East to West,46%,1015 mbar,
1099,2024-02-17,18:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 70° East-northeast to West-southwest,52%,1014 mbar,
1098,2024-02-17,17:00,34 °C,Passing clouds.,11 km/h,Wind blowing from 40° Northeast to Southwest,49%,1014 mbar,
1097,2024-02-17,16:00,34 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,53%,1015 mbar,
1096,2024-02-17,15:00,33 °C,Passing clouds.,15 km/h,Wind blowing from 30° North-northeast to South-southwest,63%,1015 mbar,
1094,2024-02-17,13:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,67%,1016 mbar,
1093,2024-02-17,12:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 10° North to South,59%,1016 mbar,
1081,2024-02-17,"0:00jue, 1 de feb",29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,66%,1014 mbar,16 km
1091,2024-02-17,10:00,30 °C,Passing clouds.,11 km/h,Wind blowing from 350° North to South,66%,1016 mbar,
1090,2024-02-17,9:00,30 °C,Passing clouds.,11 km/h,Wind blowing from 350° North to South,62%,1016 mbar,
1089,2024-02-17,8:00,29 °C,Passing clouds.,7 km/h,Wind blowing from 330° North-northwest to South-southeast,62%,1016 mbar,
1088,2024-02-17,7:00,27 °C,Passing clouds.,9 km/h,Wind blowing from 310° Northwest to Southeast,74%,1015 mbar,
1087,2024-02-17,6:00,28 °C,Clear.,7 km/h,Wind blowing from 330° North-northwest to South-southeast,79%,1015 mbar,16 km
1086,2024-02-17,5:00,28 °C,Clear.,6 km/h,Wind blowing from 300° West-northwest to East-southeast,84%,1014 mbar,16 km
1085,2024-02-17,4:00,28 °C,Clear.,2 km/h,Wind blowing from 0° North to South,74%,1014 mbar,16 km
1084,2024-02-17,3:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,74%,1014 mbar,16 km
1083,2024-02-17,2:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,70%,1014 mbar,16 km
1082,2024-02-17,1:00,29 °C,Clear.,4 km/h,Wind blowing from 70° East-northeast to West-southwest,66%,1014 mbar,16 km
1092,2024-02-17,11:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 350° North to South,63%,1016 mbar,
1118,2024-02-18,14:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,63%,1016 mbar,
1119,2024-02-18,15:00,33 °C,Passing clouds.,15 km/h,Wind blowing from 30° North-northeast to South-southwest,63%,1015 mbar,
1120,2024-02-18,16:00,34 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,53%,1015 mbar,
1121,2024-02-18,17:00,34 °C,Passing clouds.,11 km/h,Wind blowing from 40° Northeast to Southwest,49%,1014 mbar,
1117,2024-02-18,13:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,67%,1016 mbar,
1123,2024-02-18,19:00,33 °C,Passing clouds.,20 km/h,Wind blowing from 90° East to West,46%,1015 mbar,
1124,2024-02-18,20:00,31 °C,Clear.,20 km/h,Wind blowing from 100° East to West,62%,1015 mbar,16 km
1125,2024-02-18,22:00,30 °C,Clear.,24 km/h,Wind blowing from 110° East-southeast to West-northwest,66%,1016 mbar,16 km
1126,2024-02-18,23:00,29 °C,Clear.,20 km/h,Wind blowing from 100° East to West,74%,1016 mbar,16 km
1122,2024-02-18,18:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 70° East-northeast to West-southwest,52%,1014 mbar,
1116,2024-02-18,12:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 10° North to South,59%,1016 mbar,
1104,2024-02-18,"0:00jue, 1 de feb",29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,66%,1014 mbar,16 km
1114,2024-02-18,10:00,30 °C,Passing clouds.,11 km/h,Wind blowing from 350° North to South,66%,1016 mbar,
1113,2024-02-18,9:00,30 °C,Passing clouds.,11 km/h,Wind blowing from 350° North to South,62%,1016 mbar,
1112,2024-02-18,8:00,29 °C,Passing clouds.,7 km/h,Wind blowing from 330° North-northwest to South-southeast,62%,1016 mbar,
1111,2024-02-18,7:00,27 °C,Passing clouds.,9 km/h,Wind blowing from 310° Northwest to Southeast,74%,1015 mbar,
1110,2024-02-18,6:00,28 °C,Clear.,7 km/h,Wind blowing from 330° North-northwest to South-southeast,79%,1015 mbar,16 km
1109,2024-02-18,5:00,28 °C,Clear.,6 km/h,Wind blowing from 300° West-northwest to East-southeast,84%,1014 mbar,16 km
1108,2024-02-18,4:00,28 °C,Clear.,2 km/h,Wind blowing from 0° North to South,74%,1014 mbar,16 km
1107,2024-02-18,3:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,74%,1014 mbar,16 km
1106,2024-02-18,2:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,70%,1014 mbar,16 km
1105,2024-02-18,1:00,29 °C,Clear.,4 km/h,Wind blowing from 70° East-northeast to West-southwest,66%,1014 mbar,16 km
1115,2024-02-18,11:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 350° North to South,63%,1016 mbar,
1142,2024-02-19,15:00,33 °C,Passing clouds.,15 km/h,Wind blowing from 30° North-northeast to South-southwest,63%,1015 mbar,
1143,2024-02-19,16:00,34 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,53%,1015 mbar,
1144,2024-02-19,17:00,34 °C,Passing clouds.,11 km/h,Wind blowing from 40° Northeast to Southwest,49%,1014 mbar,
1145,2024-02-19,18:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 70° East-northeast to West-southwest,52%,1014 mbar,
1141,2024-02-19,14:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,63%,1016 mbar,
1147,2024-02-19,20:00,31 °C,Clear.,20 km/h,Wind blowing from 100° East to West,62%,1015 mbar,16 km
1148,2024-02-19,22:00,30 °C,Clear.,24 km/h,Wind blowing from 110° East-southeast to West-northwest,66%,1016 mbar,16 km
1149,2024-02-19,23:00,29 °C,Clear.,20 km/h,Wind blowing from 100° East to West,74%,1016 mbar,16 km
1146,2024-02-19,19:00,33 °C,Passing clouds.,20 km/h,Wind blowing from 90° East to West,46%,1015 mbar,
1139,2024-02-19,12:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 10° North to South,59%,1016 mbar,
1140,2024-02-19,13:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,67%,1016 mbar,
1137,2024-02-19,10:00,30 °C,Passing clouds.,11 km/h,Wind blowing from 350° North to South,66%,1016 mbar,
1128,2024-02-19,1:00,29 °C,Clear.,4 km/h,Wind blowing from 70° East-northeast to West-southwest,66%,1014 mbar,16 km
1129,2024-02-19,2:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,70%,1014 mbar,16 km
1130,2024-02-19,3:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,74%,1014 mbar,16 km
1131,2024-02-19,4:00,28 °C,Clear.,2 km/h,Wind blowing from 0° North to South,74%,1014 mbar,16 km
1132,2024-02-19,5:00,28 °C,Clear.,6 km/h,Wind blowing from 300° West-northwest to East-southeast,84%,1014 mbar,16 km
1138,2024-02-19,11:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 350° North to South,63%,1016 mbar,
1134,2024-02-19,7:00,27 °C,Passing clouds.,9 km/h,Wind blowing from 310° Northwest to Southeast,74%,1015 mbar,
1135,2024-02-19,8:00,29 °C,Passing clouds.,7 km/h,Wind blowing from 330° North-northwest to South-southeast,62%,1016 mbar,
1136,2024-02-19,9:00,30 °C,Passing clouds.,11 km/h,Wind blowing from 350° North to South,62%,1016 mbar,
1127,2024-02-19,"0:00jue, 1 de feb",29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,66%,1014 mbar,16 km
1133,2024-02-19,6:00,28 °C,Clear.,7 km/h,Wind blowing from 330° North-northwest to South-southeast,79%,1015 mbar,16 km
1163,2024-02-20,13:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,67%,1016 mbar,
1172,2024-02-20,23:00,29 °C,Clear.,20 km/h,Wind blowing from 100° East to West,74%,1016 mbar,16 km
1171,2024-02-20,22:00,30 °C,Clear.,24 km/h,Wind blowing from 110° East-southeast to West-northwest,66%,1016 mbar,16 km
1170,2024-02-20,20:00,31 °C,Clear.,20 km/h,Wind blowing from 100° East to West,62%,1015 mbar,16 km
1169,2024-02-20,19:00,33 °C,Passing clouds.,20 km/h,Wind blowing from 90° East to West,46%,1015 mbar,
1168,2024-02-20,18:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 70° East-northeast to West-southwest,52%,1014 mbar,
1167,2024-02-20,17:00,34 °C,Passing clouds.,11 km/h,Wind blowing from 40° Northeast to Southwest,49%,1014 mbar,
1166,2024-02-20,16:00,34 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,53%,1015 mbar,
1165,2024-02-20,15:00,33 °C,Passing clouds.,15 km/h,Wind blowing from 30° North-northeast to South-southwest,63%,1015 mbar,
1164,2024-02-20,14:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,63%,1016 mbar,
1162,2024-02-20,12:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 10° North to South,59%,1016 mbar,
1161,2024-02-20,11:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 350° North to South,63%,1016 mbar,
1160,2024-02-20,10:00,30 °C,Passing clouds.,11 km/h,Wind blowing from 350° North to South,66%,1016 mbar,
1151,2024-02-20,1:00,29 °C,Clear.,4 km/h,Wind blowing from 70° East-northeast to West-southwest,66%,1014 mbar,16 km
1152,2024-02-20,2:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,70%,1014 mbar,16 km
1153,2024-02-20,3:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,74%,1014 mbar,16 km
1154,2024-02-20,4:00,28 °C,Clear.,2 km/h,Wind blowing from 0° North to South,74%,1014 mbar,16 km
1150,2024-02-20,"0:00jue, 1 de feb",29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,66%,1014 mbar,16 km
1156,2024-02-20,6:00,28 °C,Clear.,7 km/h,Wind blowing from 330° North-northwest to South-southeast,79%,1015 mbar,16 km
1157,2024-02-20,7:00,27 °C,Passing clouds.,9 km/h,Wind blowing from 310° Northwest to Southeast,74%,1015 mbar,
1158,2024-02-20,8:00,29 °C,Passing clouds.,7 km/h,Wind blowing from 330° North-northwest to South-southeast,62%,1016 mbar,
1159,2024-02-20,9:00,30 °C,Passing clouds.,11 km/h,Wind blowing from 350° North to South,62%,1016 mbar,
1155,2024-02-20,5:00,28 °C,Clear.,6 km/h,Wind blowing from 300° West-northwest to East-southeast,84%,1014 mbar,16 km
1186,2024-02-21,13:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,67%,1016 mbar,
1195,2024-02-21,23:00,29 °C,Clear.,20 km/h,Wind blowing from 100° East to West,74%,1016 mbar,16 km
1194,2024-02-21,22:00,30 °C,Clear.,24 km/h,Wind blowing from 110° East-southeast to West-northwest,66%,1016 mbar,16 km
1193,2024-02-21,20:00,31 °C,Clear.,20 km/h,Wind blowing from 100° East to West,62%,1015 mbar,16 km
1192,2024-02-21,19:00,33 °C,Passing clouds.,20 km/h,Wind blowing from 90° East to West,46%,1015 mbar,
1191,2024-02-21,18:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 70° East-northeast to West-southwest,52%,1014 mbar,
1190,2024-02-21,17:00,34 °C,Passing clouds.,11 km/h,Wind blowing from 40° Northeast to Southwest,49%,1014 mbar,
1189,2024-02-21,16:00,34 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,53%,1015 mbar,
1188,2024-02-21,15:00,33 °C,Passing clouds.,15 km/h,Wind blowing from 30° North-northeast to South-southwest,63%,1015 mbar,
1187,2024-02-21,14:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,63%,1016 mbar,
1185,2024-02-21,12:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 10° North to South,59%,1016 mbar,
1173,2024-02-21,"0:00jue, 1 de feb",29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,66%,1014 mbar,16 km
1183,2024-02-21,10:00,30 °C,Passing clouds.,11 km/h,Wind blowing from 350° North to South,66%,1016 mbar,
1182,2024-02-21,9:00,30 °C,Passing clouds.,11 km/h,Wind blowing from 350° North to South,62%,1016 mbar,
1181,2024-02-21,8:00,29 °C,Passing clouds.,7 km/h,Wind blowing from 330° North-northwest to South-southeast,62%,1016 mbar,
1180,2024-02-21,7:00,27 °C,Passing clouds.,9 km/h,Wind blowing from 310° Northwest to Southeast,74%,1015 mbar,
1179,2024-02-21,6:00,28 °C,Clear.,7 km/h,Wind blowing from 330° North-northwest to South-southeast,79%,1015 mbar,16 km
1178,2024-02-21,5:00,28 °C,Clear.,6 km/h,Wind blowing from 300° West-northwest to East-southeast,84%,1014 mbar,16 km
1177,2024-02-21,4:00,28 °C,Clear.,2 km/h,Wind blowing from 0° North to South,74%,1014 mbar,16 km
1176,2024-02-21,3:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,74%,1014 mbar,16 km
1175,2024-02-21,2:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,70%,1014 mbar,16 km
1174,2024-02-21,1:00,29 °C,Clear.,4 km/h,Wind blowing from 70° East-northeast to West-southwest,66%,1014 mbar,16 km
1184,2024-02-21,11:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 350° North to South,63%,1016 mbar,
1210,2024-02-22,14:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,63%,1016 mbar,
1211,2024-02-22,15:00,33 °C,Passing clouds.,15 km/h,Wind blowing from 30° North-northeast to South-southwest,63%,1015 mbar,
1212,2024-02-22,16:00,34 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,53%,1015 mbar,
1213,2024-02-22,17:00,34 °C,Passing clouds.,11 km/h,Wind blowing from 40° Northeast to Southwest,49%,1014 mbar,
1209,2024-02-22,13:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 30° North-northeast to South-southwest,67%,1016 mbar,
1215,2024-02-22,19:00,33 °C,Passing clouds.,20 km/h,Wind blowing from 90° East to West,46%,1015 mbar,
1216,2024-02-22,20:00,31 °C,Clear.,20 km/h,Wind blowing from 100° East to West,62%,1015 mbar,16 km
1217,2024-02-22,22:00,30 °C,Clear.,24 km/h,Wind blowing from 110° East-southeast to West-northwest,66%,1016 mbar,16 km
1218,2024-02-22,23:00,29 °C,Clear.,20 km/h,Wind blowing from 100° East to West,74%,1016 mbar,16 km
1214,2024-02-22,18:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 70° East-northeast to West-southwest,52%,1014 mbar,
1208,2024-02-22,12:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 10° North to South,59%,1016 mbar,
1207,2024-02-22,11:00,32 °C,Passing clouds.,13 km/h,Wind blowing from 350° North to South,63%,1016 mbar,
1206,2024-02-22,10:00,30 °C,Passing clouds.,11 km/h,Wind blowing from 350° North to South,66%,1016 mbar,
1197,2024-02-22,1:00,29 °C,Clear.,4 km/h,Wind blowing from 70° East-northeast to West-southwest,66%,1014 mbar,16 km
1198,2024-02-22,2:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,70%,1014 mbar,16 km
1199,2024-02-22,3:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,74%,1014 mbar,16 km
1200,2024-02-22,4:00,28 °C,Clear.,2 km/h,Wind blowing from 0° North to South,74%,1014 mbar,16 km
1196,2024-02-22,"0:00jue, 1 de feb",29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,66%,1014 mbar,16 km
1202,2024-02-22,6:00,28 °C,Clear.,7 km/h,Wind blowing from 330° North-northwest to South-southeast,79%,1015 mbar,16 km
